date,call_type,call_count,district,latitude,longitude,response_time,destruction_scale,event_category,event_name,event_radius_km,event_description,anomaly_flag
2024-02-29,Disaster,102,Bengaluru,13.1644,77.6048,21.2,5.4,Natural,Lightning Strike Incident,126,Multiple lightning strikes causing casualties and property damage.,False
2024-02-29,Disaster,78,Ranchi,23.4625,85.1775,23.0,9.4,Catastrophic,Building Collapse,78,Multi-story building collapse trapping residents and causing casualties.,True
2024-02-29,Police,42,Aizawl,23.8093,92.5938,9.7,8.4,Catastrophic,Construction Site Accident,12,Accident at major construction site requiring emergency response.,True
2024-02-29,Disaster,49,Imphal,24.8306,94.0888,21.4,6.1,Natural,Thunderstorm,136,Severe thunderstorm with lightning causing damages and injuries.,False
2024-02-29,Medical,35,Mangalore,12.9917,74.9271,11.9,6.2,Healthcare,Cholera Outbreak,125,Waterborne cholera outbreak in affected areas following contamination of water sources.,False
2024-02-29,Medical,126,Allahabad,25.4578,81.9799,11.2,4.3,Healthcare,COVID-19 Cluster,51,Local outbreak of COVID-19 cases requiring medical response and containment measures.,False
2024-02-29,Disaster,100,Odisha,20.36,84.6684,18.7,8.8,Catastrophic,Industrial Accident,144,Accident at industrial facility causing multiple injuries and damage.,True
2024-03-01,Fire,21,Mangalore,13.022,74.9321,18.2,8.9,Natural,Forest Fire,71,Wildfire spreading through forest areas threatening nearby settlements.,True
2024-03-01,Disaster,90,Pune,18.6565,73.8605,21.3,4.3,Natural,Drought,179,Prolonged dry period affecting agriculture and water availability.,False
2024-03-01,Medical,71,Indore,22.8034,75.8305,13.4,6.3,Healthcare,Heatstroke Wave,57,"Multiple cases of heatstroke amid extreme temperatures, affecting vulnerable populations.",False
2024-03-01,Medical,66,Kochi,9.9899,76.1057,13.5,2.2,Healthcare,Heatstroke Wave,5,"Multiple cases of heatstroke amid extreme temperatures, affecting vulnerable populations.",False
2024-03-01,Fire,26,Coimbatore,11.0634,76.8898,18.5,8.4,Natural,Forest Fire,84,Wildfire spreading through forest areas threatening nearby settlements.,True
2024-03-01,Disaster,201,Delhi,28.4693,77.1558,15.4,6.0,Natural,Heatwave,90,Prolonged period of extremely high temperatures affecting vulnerable populations.,True
2024-03-01,Disaster,76,Kohima,25.8179,94.1092,30.2,6.1,Natural,Heatwave,96,Prolonged period of extremely high temperatures affecting vulnerable populations.,False
2024-03-01,Medical,43,Pune,18.5266,73.783,10.2,6.1,Healthcare,Heatstroke Wave,60,"Multiple cases of heatstroke amid extreme temperatures, affecting vulnerable populations.",False
2024-03-01,Medical,31,Mangalore,12.881,74.8528,12.6,6.5,Healthcare,Gastroenteritis Outbreak,62,"Outbreak of gastroenteritis affecting multiple communities, likely from contaminated water.",False
2024-03-02,Medical,56,Ahmedabad,23.0985,72.7329,10.5,6.9,Healthcare,Heatstroke Wave,46,"Multiple cases of heatstroke amid extreme temperatures, affecting vulnerable populations.",False
2024-03-02,Fire,10,Shimla,31.0764,77.1089,18.2,4.3,Natural,Forest Fire,95,Wildfire spreading through forest areas threatening nearby settlements.,False
2024-03-02,Disaster,66,Pune,18.4431,73.6895,18.4,4.3,Natural,Heatwave,126,Prolonged period of extremely high temperatures affecting vulnerable populations.,False
2024-03-02,Disaster,71,Agartala,23.8564,91.1493,28.0,6.6,Natural,Dust Storm,39,Severe dust storm reducing visibility and causing respiratory issues.,False
2024-03-02,Medical,68,Delhi,28.607,77.0354,11.7,3.3,Healthcare,Heatstroke Wave,111,"Multiple cases of heatstroke amid extreme temperatures, affecting vulnerable populations.",False
2024-03-02,Medical,128,Bengaluru,12.8925,77.4088,11.7,4.8,Healthcare,Gastroenteritis Outbreak,119,"Outbreak of gastroenteritis affecting multiple communities, likely from contaminated water.",False
2024-03-03,Fire,21,Allahabad,25.5222,81.6919,16.5,7.6,Natural,Forest Fire,121,Wildfire spreading through forest areas threatening nearby settlements.,False
2024-03-03,Disaster,97,Coimbatore,10.9973,76.7971,27.5,5.1,Natural,Heatwave,130,Prolonged period of extremely high temperatures affecting vulnerable populations.,False
2024-03-03,Disaster,43,Pune,18.564,73.777,20.3,8.6,Natural,Heatwave,82,Prolonged period of extremely high temperatures affecting vulnerable populations.,True
2024-03-03,Disaster,74,Gwalior,26.1823,78.1915,21.1,5.8,Natural,Dust Storm,118,Severe dust storm reducing visibility and causing respiratory issues.,False
2024-03-03,Disaster,41,Chandigarh,30.8073,76.6989,26.3,4.6,Natural,Heatwave,138,Prolonged period of extremely high temperatures affecting vulnerable populations.,False
2024-03-03,Fire,34,Shimla,31.2146,77.0018,20.4,7.2,Natural,Forest Fire,109,Wildfire spreading through forest areas threatening nearby settlements.,False
2024-03-04,Disaster,89,Pune,18.4121,73.988,22.8,7.7,Natural,Drought,81,Prolonged dry period affecting agriculture and water availability.,False
2024-03-04,Disaster,58,Ahmedabad,23.1248,72.6338,17.7,4.5,Natural,Dust Storm,131,Severe dust storm reducing visibility and causing respiratory issues.,False
2024-03-04,Disaster,68,Vadodara,22.1579,73.0054,21.5,4.9,Natural,Drought,177,Prolonged dry period affecting agriculture and water availability.,False
2024-03-05,Fire,26,Bhopal,23.3978,77.3708,16.8,8.2,Natural,Forest Fire,126,Wildfire spreading through forest areas threatening nearby settlements.,True
2024-03-05,Disaster,59,Leh,34.0287,77.6657,24.3,6.5,Natural,Heatwave,102,Prolonged period of extremely high temperatures affecting vulnerable populations.,False
2024-03-05,Fire,38,Vadodara,22.4735,73.3684,14.3,6.7,Natural,Forest Fire,57,Wildfire spreading through forest areas threatening nearby settlements.,False
2024-03-05,Medical,44,Jaipur,26.8807,75.9077,10.3,3.3,Healthcare,Gastroenteritis Outbreak,110,"Outbreak of gastroenteritis affecting multiple communities, likely from contaminated water.",False
2024-03-05,Medical,78,Vijayawada,16.3797,80.6496,12.0,5.7,Healthcare,Heatstroke Wave,113,"Multiple cases of heatstroke amid extreme temperatures, affecting vulnerable populations.",False
2024-03-05,Medical,71,Bhubaneswar,20.4395,85.9581,13.2,5.4,Healthcare,Heatstroke Wave,135,"Multiple cases of heatstroke amid extreme temperatures, affecting vulnerable populations.",False
2024-03-05,Disaster,68,Chandigarh,30.6723,76.8557,23.0,6.1,Natural,Dust Storm,132,Severe dust storm reducing visibility and causing respiratory issues.,False
2024-03-05,Disaster,78,Indore,22.7439,76.0366,26.4,6.4,Natural,Drought,131,Prolonged dry period affecting agriculture and water availability.,False
2024-03-06,Medical,72,Mysore,12.3414,76.7132,16.0,6.0,Healthcare,Gastroenteritis Outbreak,40,"Outbreak of gastroenteritis affecting multiple communities, likely from contaminated water.",False
2024-03-06,Disaster,45,Ahmedabad,23.0059,72.6706,19.1,8.9,Natural,Heatwave,112,Prolonged period of extremely high temperatures affecting vulnerable populations.,True
2024-03-06,Medical,49,Thiruvananthapuram,8.3811,77.0422,13.7,4.9,Healthcare,Gastroenteritis Outbreak,64,"Outbreak of gastroenteritis affecting multiple communities, likely from contaminated water.",False
2024-03-06,Fire,33,Bhopal,23.1659,77.5616,18.5,7.0,Natural,Forest Fire,25,Wildfire spreading through forest areas threatening nearby settlements.,False
2024-03-07,Disaster,40,Visakhapatnam,17.5328,83.0594,19.1,5.5,Natural,Heatwave,51,Prolonged period of extremely high temperatures affecting vulnerable populations.,False
2024-03-07,Medical,38,Dehradun,30.3967,77.8539,14.1,4.1,Healthcare,Heatstroke Wave,113,"Multiple cases of heatstroke amid extreme temperatures, affecting vulnerable populations.",False
2024-03-07,Disaster,51,Jodhpur,26.2354,73.0801,27.0,8.6,Natural,Heatwave,149,Prolonged period of extremely high temperatures affecting vulnerable populations.,True
2024-03-07,Fire,29,Nagpur,21.079,78.8884,17.6,6.5,Natural,Forest Fire,16,Wildfire spreading through forest areas threatening nearby settlements.,False
2024-03-07,Disaster,57,Lucknow,26.7093,80.7709,25.5,6.1,Natural,Heatwave,53,Prolonged period of extremely high temperatures affecting vulnerable populations.,False
2024-03-07,Medical,53,Goa,15.273,73.9682,12.6,3.3,Healthcare,Gastroenteritis Outbreak,94,"Outbreak of gastroenteritis affecting multiple communities, likely from contaminated water.",False
2024-03-07,Disaster,76,Kohima,25.6272,94.2373,28.7,8.3,Natural,Heatwave,83,Prolonged period of extremely high temperatures affecting vulnerable populations.,True
2024-03-08,Disaster,56,Hyderabad,17.4242,78.6238,24.6,4.7,Natural,Drought,186,Prolonged dry period affecting agriculture and water availability.,False
2024-03-08,Fire,26,Vadodara,22.4317,72.9875,18.3,5.6,Natural,Forest Fire,101,Wildfire spreading through forest areas threatening nearby settlements.,False
2024-03-08,Fire,24,Vijayawada,16.615,80.5512,13.3,5.0,Natural,Forest Fire,132,Wildfire spreading through forest areas threatening nearby settlements.,False
2024-03-08,Medical,58,Coimbatore,11.0961,77.097,13.2,3.0,Healthcare,Heatstroke Wave,58,"Multiple cases of heatstroke amid extreme temperatures, affecting vulnerable populations.",False
2024-03-08,Disaster,69,Surat,21.1047,72.872,33.2,4.0,Natural,Heatwave,144,Prolonged period of extremely high temperatures affecting vulnerable populations.,False
2024-03-08,Disaster,80,Gangtok,27.1455,88.5373,33.9,9.0,Natural,Dust Storm,6,Severe dust storm reducing visibility and causing respiratory issues.,True
2024-03-08,Medical,31,Nagpur,21.2098,79.1659,13.1,5.0,Healthcare,Gastroenteritis Outbreak,70,"Outbreak of gastroenteritis affecting multiple communities, likely from contaminated water.",False
2024-03-08,Fire,12,Coimbatore,10.9477,77.1207,13.5,6.4,Natural,Forest Fire,100,Wildfire spreading through forest areas threatening nearby settlements.,False
2024-03-08,Disaster,68,Indore,22.8881,75.9124,29.2,4.5,Natural,Heatwave,112,Prolonged period of extremely high temperatures affecting vulnerable populations.,False
2024-03-08,Fire,31,Guwahati,26.3071,91.893,15.8,8.8,Natural,Forest Fire,117,Wildfire spreading through forest areas threatening nearby settlements.,True
2024-03-08,Disaster,79,Amritsar,31.6324,75.0454,26.4,5.9,Natural,Heatwave,57,Prolonged period of extremely high temperatures affecting vulnerable populations.,False
2024-03-08,Disaster,69,Kochi,9.9942,76.1265,27.5,7.9,Natural,Heatwave,129,Prolonged period of extremely high temperatures affecting vulnerable populations.,False
2024-03-09,Medical,45,Hyderabad,17.3482,78.391,8.8,3.1,Healthcare,Heatstroke Wave,127,"Multiple cases of heatstroke amid extreme temperatures, affecting vulnerable populations.",False
2024-03-09,Disaster,93,Vadodara,22.2515,73.2678,31.9,8.8,Natural,Heatwave,84,Prolonged period of extremely high temperatures affecting vulnerable populations.,True
2024-03-09,Fire,11,Allahabad,25.5916,81.9436,17.2,6.0,Natural,Forest Fire,126,Wildfire spreading through forest areas threatening nearby settlements.,False
2024-03-09,Fire,22,Gangtok,27.1952,88.5552,17.3,5.9,Natural,Forest Fire,12,Wildfire spreading through forest areas threatening nearby settlements.,False
2024-03-09,Disaster,64,Patna,25.6554,85.3186,28.8,5.0,Natural,Dust Storm,65,Severe dust storm reducing visibility and causing respiratory issues.,False
2024-03-09,Disaster,70,Odisha,20.6146,84.3068,32.2,7.4,Natural,Drought,150,Prolonged dry period affecting agriculture and water availability.,False
2024-03-09,Disaster,69,Dehradun,30.4653,77.9655,22.0,8.7,Natural,Heatwave,136,Prolonged period of extremely high temperatures affecting vulnerable populations.,True
2024-03-09,Medical,74,Gwalior,26.1103,78.3522,13.1,5.1,Healthcare,Heatstroke Wave,90,"Multiple cases of heatstroke amid extreme temperatures, affecting vulnerable populations.",False
2024-03-09,Disaster,103,Mumbai,18.9404,72.9802,20.1,6.2,Natural,Heatwave,120,Prolonged period of extremely high temperatures affecting vulnerable populations.,False
2024-03-10,Medical,41,Bhubaneswar,20.4466,85.9931,11.0,4.4,Healthcare,Gastroenteritis Outbreak,129,"Outbreak of gastroenteritis affecting multiple communities, likely from contaminated water.",False
2024-03-10,Fire,39,Varanasi,25.1739,83.0524,15.5,5.6,Natural,Forest Fire,86,Wildfire spreading through forest areas threatening nearby settlements.,False
2024-03-10,Medical,133,Mumbai,18.941,73.044,11.2,4.1,Healthcare,Heatstroke Wave,84,"Multiple cases of heatstroke amid extreme temperatures, affecting vulnerable populations.",False
2024-03-10,Disaster,92,Jodhpur,26.1392,72.8256,32.4,6.1,Natural,Dust Storm,48,Severe dust storm reducing visibility and causing respiratory issues.,False
2024-03-11,Disaster,46,Lucknow,26.6606,80.7789,29.0,6.8,Natural,Heatwave,132,Prolonged period of extremely high temperatures affecting vulnerable populations.,False
2024-03-11,Disaster,59,Mysore,12.4597,76.6595,27.6,4.8,Natural,Drought,196,Prolonged dry period affecting agriculture and water availability.,False
2024-03-11,Disaster,98,Guwahati,26.046,91.6215,21.1,9.4,Natural,Dust Storm,41,Severe dust storm reducing visibility and causing respiratory issues.,True
2024-03-11,Fire,40,Bhubaneswar,20.1139,85.943,17.8,7.2,Natural,Forest Fire,17,Wildfire spreading through forest areas threatening nearby settlements.,False
2024-03-11,Fire,10,Kohima,25.7286,94.0594,19.7,7.1,Natural,Forest Fire,134,Wildfire spreading through forest areas threatening nearby settlements.,False
2024-03-11,Disaster,73,Vijayawada,16.5349,80.8199,27.9,5.1,Natural,Heatwave,124,Prolonged period of extremely high temperatures affecting vulnerable populations.,False
2024-03-11,Disaster,76,Shimla,31.1889,77.1596,26.3,7.8,Natural,Heatwave,60,Prolonged period of extremely high temperatures affecting vulnerable populations.,False
2024-03-11,Disaster,70,Varanasi,25.1557,83.12,33.0,4.1,Natural,Heatwave,148,Prolonged period of extremely high temperatures affecting vulnerable populations.,False
2024-03-12,Medical,59,Guwahati,25.9578,91.638,14.8,2.9,Healthcare,Heatstroke Wave,34,"Multiple cases of heatstroke amid extreme temperatures, affecting vulnerable populations.",False
2024-03-12,Disaster,84,Leh,34.1897,77.4719,31.8,5.3,Natural,Drought,123,Prolonged dry period affecting agriculture and water availability.,False
2024-03-12,Fire,28,Raipur,21.2593,81.6702,20.9,8.4,Natural,Forest Fire,84,Wildfire spreading through forest areas threatening nearby settlements.,True
2024-03-12,Disaster,68,Varanasi,25.2549,83.0356,25.3,8.2,Natural,Drought,115,Prolonged dry period affecting agriculture and water availability.,True
2024-03-12,Medical,62,Shimla,31.0736,77.1295,11.1,5.1,Healthcare,Gastroenteritis Outbreak,141,"Outbreak of gastroenteritis affecting multiple communities, likely from contaminated water.",False
2024-03-12,Disaster,53,Raipur,21.3435,81.5954,29.1,5.7,Natural,Drought,97,Prolonged dry period affecting agriculture and water availability.,False
2024-03-12,Medical,73,Imphal,24.7164,94.0991,17.8,6.0,Healthcare,Gastroenteritis Outbreak,30,"Outbreak of gastroenteritis affecting multiple communities, likely from contaminated water.",False
2024-03-12,Medical,163,Chennai,13.2464,80.2962,8.0,4.4,Healthcare,Heatstroke Wave,34,"Multiple cases of heatstroke amid extreme temperatures, affecting vulnerable populations.",False
2024-03-13,Disaster,99,Guwahati,26.2966,91.7615,22.2,7.6,Natural,Heatwave,87,Prolonged period of extremely high temperatures affecting vulnerable populations.,False
2024-03-13,Medical,58,Gangtok,27.3337,88.5694,11.3,2.5,Healthcare,Heatstroke Wave,140,"Multiple cases of heatstroke amid extreme temperatures, affecting vulnerable populations.",False
2024-03-13,Disaster,47,Leh,34.1672,77.4639,21.9,5.8,Natural,Heatwave,69,Prolonged period of extremely high temperatures affecting vulnerable populations.,False
2024-03-13,Disaster,71,Imphal,24.7802,93.8868,26.3,5.5,Natural,Heatwave,67,Prolonged period of extremely high temperatures affecting vulnerable populations.,False
2024-03-13,Medical,54,Shillong,25.6253,91.9356,15.0,6.6,Healthcare,Heatstroke Wave,108,"Multiple cases of heatstroke amid extreme temperatures, affecting vulnerable populations.",False
2024-03-14,Fire,18,Bhubaneswar,20.3952,85.777,16.9,7.3,Natural,Forest Fire,127,Wildfire spreading through forest areas threatening nearby settlements.,False
2024-03-14,Medical,48,Nagpur,21.2192,79.0424,13.1,5.7,Healthcare,Gastroenteritis Outbreak,133,"Outbreak of gastroenteritis affecting multiple communities, likely from contaminated water.",False
2024-03-14,Disaster,48,Varanasi,25.4321,83.0291,28.0,8.5,Natural,Heatwave,121,Prolonged period of extremely high temperatures affecting vulnerable populations.,True
2024-03-15,Medical,76,Surat,21.2093,72.751,15.3,4.2,Healthcare,Gastroenteritis Outbreak,97,"Outbreak of gastroenteritis affecting multiple communities, likely from contaminated water.",False
